client_id,Variation,gendr,generation
7796066,Test,F,baby boomers
8562013,Control,M,generation x
3269880,Control,F,generation x
4757684,Test,F,baby boomers
2907270,Control,F,generation x
8818329,Test,M,generation x
5412721,Control,F,millenial
2071841,Control,M,silent generation
7287656,Test,U,baby boomers
6546613,Control,M,silent generation
9684706,Test,M,baby boomers
8037539,Test,F,baby boomers
806442,Control,M,millenial
4498809,Test,F,baby boomers
6803053,Control,M,generation x
9333749,Control,M,baby boomers
2359159,Control,F,generation x
1499088,Control,F,baby boomers
3939719,Control,M,generation x
1501027,Test,F,millenial
1392842,Test,F,baby boomers
4450581,Test,M,generation x
3549548,Control,M,generation x
6725780,Control,U,baby boomers
1906379,Test,U,millenial
6084029,Test,M,generation x
2996230,Control,M,millenial
9930063,Test,U,millenial
1913082,Control,M,generation x
3457117,Test,M,generation x
5688492,Control,U,baby boomers
9060425,Test,M,generation x
7572986,Test,F,silent generation
2149205,Control,M,millenial
1369270,Control,U,millenial
6439990,Test,M,silent generation
9371037,Test,M,baby boomers
3281716,Test,U,generation x
3084509,Control,U,millenial
1759700,Control,F,millenial
1210804,Test,M,baby boomers
2639740,Control,F,baby boomers
4927781,Test,M,millenial
6917895,Control,U,millenial
5913445,Test,U,millenial
7492322,Test,M,millenial
6210162,Control,M,baby boomers
4127597,Test,M,generation x
354541,Test,F,baby boomers
2693433,Test,U,baby boomers
9696890,Test,F,generation x
5132085,Test,F,silent generation
6085193,Test,M,baby boomers
262702,Test,U,millenial
9516559,Control,M,millenial
8421108,Control,M,baby boomers
2147313,Test,M,baby boomers
8927536,Control,M,millenial
2753020,Test,F,baby boomers
9449889,Control,F,millenial
914926,Test,M,millenial
1482562,Control,U,generation x
1946068,Control,M,generation x
8609715,Control,U,generation x
410298,Test,U,millenial
7300238,Control,M,baby boomers
659800,Control,U,baby boomers
1883495,Test,U,generation x
7214869,Control,M,generation x
7269600,Control,U,generation x
2604894,Test,U,generation z
5908339,Control,F,generation x
7332887,Test,M,generation x
4269937,Control,U,baby boomers
1419408,Control,F,baby boomers
991383,Test,U,generation x
7111225,Test,U,generation x
5312586,Control,M,baby boomers
3054118,Control,M,baby boomers
3268387,Control,M,baby boomers
9801271,Control,F,generation x
7262817,Control,F,silent generation
1494215,Test,F,baby boomers
4010843,Control,M,baby boomers
8552493,Test,U,millenial
8731048,Control,U,millenial
8753218,Control,U,baby boomers
7182695,Test,M,generation x
2056567,Control,M,generation x
4594618,Test,F,generation x
5610470,Control,F,baby boomers
1901853,Control,U,generation x
5669993,Test,U,baby boomers
1009318,Test,U,baby boomers
1675422,Control,U,millenial
6048186,Test,F,baby boomers
6224458,Test,M,generation x
9243700,Control,F,millenial
916018,Test,U,baby boomers
1027958,Test,M,baby boomers
9276193,Control,M,generation x
7344378,Test,F,millenial
8339419,Test,F,millenial
9328852,Control,M,generation x
4006246,Test,F,baby boomers
8150867,Test,F,generation x
5810660,Control,F,generation x
428635,Control,F,generation x
6170523,Control,F,baby boomers
6747982,Control,F,baby boomers
3622914,Control,M,baby boomers
2429429,Test,F,silent generation
2019893,Test,F,generation x
7510127,Test,F,generation x
1899793,Control,U,baby boomers
4513475,Control,M,baby boomers
4784909,Test,M,generation x
2027429,Control,U,generation z
8413895,Control,M,baby boomers
8139858,Test,U,baby boomers
9269060,Test,M,generation x
5766782,Test,U,generation x
5002549,Control,M,silent generation
1819032,Test,U,generation x
8518982,Test,U,baby boomers
1210487,Test,U,generation x
1419301,Test,U,millenial
2372230,Control,F,millenial
7516737,Control,U,millenial
4609176,Test,F,generation x
6270117,Test,U,millenial
2139166,Control,F,baby boomers
9346966,Test,F,millenial
4456518,Control,M,millenial
9309221,Test,U,baby boomers
6805654,Control,M,baby boomers
7728815,Control,U,millenial
3777319,Test,U,generation x
3382291,Test,M,silent generation
1391521,Test,U,millenial
5646178,Control,F,millenial
9755965,Control,M,baby boomers
6470753,Control,U,millenial
1235798,Control,F,generation x
7761203,Test,M,generation x
3542842,Test,U,millenial
5442490,Test,M,millenial
5725217,Test,F,baby boomers
4912879,Control,F,generation x
8287554,Control,U,generation x
7696017,Control,U,millenial
6840168,Control,F,silent generation
1582402,Control,M,generation x
8238138,Test,F,baby boomers
8543796,Control,U,millenial
4083243,Test,U,baby boomers
7289367,Control,U,baby boomers
9452891,Control,U,millenial
3061491,Test,M,silent generation
6305157,Test,M,generation x
1436928,Test,F,generation x
5990202,Control,M,millenial
5499413,Test,F,millenial
9637942,Control,F,silent generation
1283117,Test,F,baby boomers
1274430,Test,M,baby boomers
7445327,Test,M,millenial
2986674,Test,M,generation x
9537818,Test,U,baby boomers
1876212,Control,M,generation x
8666113,Control,M,generation x
3929612,Test,M,baby boomers
6612287,Test,F,generation x
432607,Test,F,millenial
8252168,Test,M,generation x
2238419,Control,U,millenial
3597484,Control,U,generation x
5001834,Control,M,baby boomers
1751888,Control,M,generation x
1797401,Test,U,baby boomers
6077122,Test,U,millenial
1116710,Test,U,generation x
7207981,Control,U,generation x
7670792,Control,U,millenial
754626,Control,U,baby boomers
6885697,Control,U,baby boomers
5007194,Control,U,millenial
7287568,Test,F,baby boomers
5848487,Test,F,baby boomers
1199036,Control,M,millenial
3228987,Test,U,generation x
4413901,Control,M,baby boomers
8056131,Control,F,generation x
2113565,Control,M,baby boomers
9684490,Test,M,baby boomers
6473365,Control,M,baby boomers
5347718,Test,U,millenial
3112808,Control,F,millenial
8834364,Control,M,generation x
340947,Test,M,generation x
55951,Test,U,generation x
7882402,Test,M,silent generation
9977651,Test,M,generation x
6150339,Test,M,millenial
9678771,Control,U,baby boomers
2748869,Control,U,baby boomers
7026181,Control,F,millenial
5233024,Test,U,millenial
8495964,Test,F,generation x
1384630,Control,U,baby boomers
6643172,Control,U,baby boomers
9453906,Control,M,baby boomers
3431867,Control,M,baby boomers
888904,Test,M,baby boomers
3109616,Test,U,generation x
8694482,Control,F,millenial
4489530,Test,F,generation x
1757187,Test,F,silent generation
4385537,Test,F,generation x
2696779,Test,M,generation x
6995126,Control,F,millenial
1375726,Control,M,generation x
7566862,Test,U,baby boomers
5884804,Test,U,millenial
8476559,Control,F,generation x
5528242,Control,M,generation x
5175851,Control,U,millenial
722950,Control,U,millenial
4074233,Test,F,millenial
6033918,Test,U,generation x
8314254,Test,U,millenial
5284103,Control,U,millenial
576893,Control,M,baby boomers
63507,Test,M,millenial
3373762,Test,F,generation x
3692447,Test,F,generation x
10363,Test,U,millenial
8623696,Control,U,millenial
3524354,Control,M,baby boomers
3371715,Control,M,baby boomers
9428704,Control,U,generation z
5870738,Test,M,generation x
8647458,Test,U,millenial
9442369,Control,U,generation x
134657,Control,F,generation x
4964119,Control,U,generation x
733449,Test,M,baby boomers
6571419,Test,F,baby boomers
6362027,Test,F,generation x
820519,Test,M,baby boomers
1402579,Test,U,millenial
6986354,Test,U,generation x
8980288,Test,M,millenial
5960932,Control,M,millenial
9796521,Test,U,millenial
9239428,Control,M,millenial
5948434,Control,M,baby boomers
4412923,Test,F,generation x
8256199,Control,F,generation x
649821,Control,U,baby boomers
2113706,Control,U,silent generation
9151563,Control,U,generation x
4191064,Control,F,millenial
587314,Control,U,millenial
9220664,Test,M,baby boomers
8712,Test,U,generation x
4834980,Test,M,millenial
3484825,Control,M,baby boomers
9323014,Test,M,baby boomers
2676574,Control,U,baby boomers
630035,Test,F,baby boomers
7781142,Control,M,baby boomers
2579616,Test,M,baby boomers
6216106,Control,U,baby boomers
5324286,Test,U,millenial
1897271,Test,M,millenial
7750337,Control,F,generation x
4149810,Control,M,millenial
7520488,Test,U,generation x
1161091,Test,M,generation x
6605153,Control,F,baby boomers
7842994,Test,U,millenial
2560331,Control,F,generation x
218589,Test,M,baby boomers
880523,Test,F,generation x
2436306,Test,M,millenial
1736962,Control,M,millenial
6048335,Test,F,baby boomers
6088345,Control,F,baby boomers
4955037,Test,F,millenial
4155300,Control,M,millenial
3245544,Test,M,baby boomers
2946745,Test,U,baby boomers
4031392,Control,M,millenial
8156436,Control,U,generation z
2990028,Test,U,millenial
4963938,Test,F,generation x
2560783,Test,F,baby boomers
9996711,Control,M,generation x
7381859,Test,U,millenial
6635364,Test,F,millenial
263861,Test,U,generation x
3143081,Test,U,millenial
5089978,Test,U,millenial
20537,Control,F,silent generation
9947042,Control,F,generation x
7850573,Test,M,silent generation
4254346,Test,U,baby boomers
2300570,Control,U,baby boomers
9530171,Control,U,millenial
3675846,Control,U,millenial
6705334,Test,U,generation z
3389527,Control,M,millenial
5203411,Control,F,baby boomers
2244086,Control,F,millenial
8688236,Test,M,baby boomers
5394514,Test,M,baby boomers
7966136,Control,F,silent generation
8553127,Control,U,baby boomers
9257058,Control,F,generation x
8965755,Test,U,generation x
9895052,Test,M,baby boomers
8565532,Test,F,baby boomers
8564593,Test,F,silent generation
9837835,Test,F,millenial
2689588,Test,M,silent generation
195310,Control,F,generation x
2380332,Test,M,baby boomers
9349855,Test,M,silent generation
8841326,Control,F,baby boomers
4929920,Test,M,generation x
6928299,Test,U,generation x
5531284,Control,F,generation x
6695772,Control,U,generation x
7081585,Test,F,millenial
7010100,Test,M,millenial
2822827,Test,F,silent generation
330024,Control,U,baby boomers
1009461,Test,M,generation x
4101933,Test,F,baby boomers
7533947,Control,U,millenial
3044984,Test,F,baby boomers
6290836,Control,F,generation z
8621319,Test,F,millenial
5604852,Control,F,baby boomers
2670282,Test,U,millenial
8280127,Test,M,generation x
8499705,Test,U,generation x
8377138,Test,M,millenial
25043,Control,F,baby boomers
1200201,Test,F,silent generation
2054719,Control,M,generation x
4219157,Test,F,millenial
2690825,Control,U,millenial
8587891,Test,M,millenial
4934404,Control,F,baby boomers
2814458,Control,M,millenial
3955964,Control,U,millenial
977193,Test,U,millenial
1832539,Test,F,generation x
1881381,Control,F,baby boomers
7744808,Control,U,baby boomers
6375577,Control,F,baby boomers
6282405,Control,M,millenial
6527738,Test,F,millenial
4262740,Test,M,millenial
4123026,Test,M,baby boomers
2197037,Control,U,millenial
3066822,Test,U,baby boomers
92808,Control,U,generation x
982273,Control,U,generation x
7212046,Control,F,generation x
933717,Control,F,baby boomers
5135219,Control,F,baby boomers
6724958,Control,U,baby boomers
1002041,Test,U,baby boomers
3270512,Control,U,millenial
6888080,Test,M,generation x
7910959,Test,M,baby boomers
2145568,Control,F,generation x
1153300,Control,M,millenial
6064907,Test,U,generation x
5321407,Test,U,millenial
2320742,Control,F,generation z
859913,Test,M,baby boomers
3625482,Test,M,baby boomers
5446840,Control,F,millenial
7864981,Control,M,generation x
2751784,Test,F,baby boomers
704957,Control,F,baby boomers
9178158,Test,F,generation x
44932,Test,M,millenial
201641,Test,M,baby boomers
1132005,Control,U,millenial
7820846,Test,M,baby boomers
8436366,Test,F,baby boomers
8972228,Control,U,generation x
4018288,Test,F,generation x
7104655,Test,F,generation x
2076943,Test,U,millenial
7501406,Control,U,millenial
8095595,Control,M,generation x
7087545,Control,F,millenial
1085682,Control,M,millenial
8278713,Control,M,baby boomers
892234,Control,U,silent generation
7988764,Control,U,generation x
3623595,Test,U,millenial
6531047,Test,F,generation x
8165001,Test,M,baby boomers
7574568,Test,F,baby boomers
2111559,Control,M,silent generation
5696154,Control,F,millenial
1970759,Control,U,millenial
5962714,Test,F,generation x
2249993,Control,F,generation x
5817527,Test,M,baby boomers
6697221,Control,F,millenial
6082949,Control,F,millenial
9389266,Test,M,generation x
4976025,Test,M,silent generation
3163173,Control,M,baby boomers
4867615,Test,M,baby boomers
8286715,Test,U,millenial
2346767,Control,F,generation x
9192625,Test,M,baby boomers
5170877,Test,U,baby boomers
8276980,Control,F,generation x
4663558,Control,F,generation x
2074094,Control,M,millenial
1852509,Test,M,generation x
2411927,Test,M,baby boomers
5579925,Test,U,millenial
6215911,Control,F,baby boomers
1971060,Control,F,generation x
8067184,Control,F,millenial
6162550,Test,U,generation x
9907653,Test,U,baby boomers
8201934,Test,F,baby boomers
3644201,Test,M,baby boomers
552600,Control,F,generation x
5398722,Control,U,millenial
9261496,Control,F,millenial
1432192,Control,U,generation x
7967678,Test,U,baby boomers
9797077,Control,U,millenial
217950,Test,F,generation x
3876955,Control,U,generation x
3436953,Test,M,generation x
5291166,Control,U,millenial
4244178,Control,M,silent generation
6887099,Control,U,baby boomers
6341510,Control,F,baby boomers
9319822,Test,M,millenial
321755,Test,M,baby boomers
191300,Test,M,baby boomers
3718550,Control,M,generation x
7675264,Control,M,baby boomers
5574016,Test,U,baby boomers
573200,Test,U,generation x
9466333,Test,F,baby boomers
2456828,Control,F,baby boomers
2341335,Test,U,millenial
6055529,Test,U,millenial
1674658,Control,F,millenial
5087709,Control,M,generation x
1271564,Test,F,baby boomers
8031855,Control,F,generation x
9519918,Control,F,generation x
1661053,Control,M,baby boomers
2490968,Test,U,generation x
1132302,Test,M,generation x
1037226,Control,F,silent generation
86035,Test,F,baby boomers
1777116,Control,M,generation x
7939420,Test,U,generation x
9987748,Test,F,millenial
7593771,Test,F,silent generation
2339348,Test,F,silent generation
9247669,Test,U,generation x
7274662,Test,U,millenial
6290002,Test,F,millenial
5388529,Control,M,generation x
5138025,Control,F,baby boomers
2920410,Control,F,millenial
2250711,Test,M,baby boomers
5391853,Test,M,baby boomers
2457355,Control,M,baby boomers
7951092,Test,F,generation x
4428013,Test,M,generation x
7723845,Test,M,millenial
296285,Control,M,baby boomers
8402513,Control,U,millenial
56529,Control,M,generation x
3835929,Control,F,silent generation
3685917,Test,F,baby boomers
408685,Test,F,baby boomers
8112947,Test,F,millenial
3593571,Test,F,millenial
1486639,Control,F,silent generation
1220588,Test,F,baby boomers
1286205,Control,F,baby boomers
3852344,Test,F,generation x
3049466,Test,U,millenial
7691314,Test,F,baby boomers
7711967,Control,F,baby boomers
6278883,Control,M,baby boomers
8060180,Test,F,baby boomers
1153740,Control,F,baby boomers
9756537,Test,M,millenial
5550553,Control,M,baby boomers
8250635,Test,U,millenial
1969889,Control,M,generation x
7727832,Test,U,baby boomers
6359472,Test,U,millenial
5848350,Control,M,millenial
5964503,Control,F,baby boomers
1501512,Test,U,generation x
1829429,Control,F,baby boomers
9545378,Test,U,millenial
6004086,Test,U,millenial
5347096,Test,U,millenial
6608771,Control,M,silent generation
3079521,Test,M,baby boomers
5543141,Control,F,baby boomers
2397250,Test,U,millenial
2237617,Control,U,millenial
4947503,Test,M,baby boomers
5682609,Control,M,baby boomers
1360544,Test,U,baby boomers
2377064,Test,U,millenial
8223918,Test,F,silent generation
7929795,Control,U,millenial
4846655,Test,M,silent generation
4091136,Test,U,millenial
5237891,Control,U,millenial
1357942,Control,F,millenial
5677344,Test,F,silent generation
52743,Test,U,baby boomers
2560272,Test,M,baby boomers
5340999,Test,U,millenial
9187008,Control,M,baby boomers
4760057,Test,U,millenial
8830618,Test,U,millenial
1264481,Test,U,baby boomers
6552010,Test,U,generation x
2061194,Test,U,generation x
9676457,Test,U,baby boomers
2283044,Control,F,baby boomers
5060779,Test,M,generation x
3165513,Control,U,baby boomers
1225744,Test,F,millenial
1758410,Control,U,generation x
